"url_event","url_pdf","report_number","report_id","report_date","event_id","genotype_serotype_subtype","test_name_1","laboratory_name_1","first_result_date_1","latest_result_date_1","result_1","test_name_2","laboratory_name_2","first_result_date_2","latest_result_date_2","result_2","test_name_3","laboratory_name_3","first_result_date_3","latest_result_date_3","result_3","label_id","outbreak_reference","start_date_outbreak","end_date_outbreak","country_name","country_iso3_letter","country_iso3_digit","first_administrative_division","second_administrative_division","third_administrative_division","location","latitude","longitude","species","typology_of_animal","total_susceptible","total_cases","total_deaths","total_killed_and_disposed_of","total_slaughtered_killed_for_commercial_use","total_vaccinated","epidemiological_unit","detailed_characterisation","affected_population_description","control_measures","outcome"
"https://wahis.woah.org/#/in-event/4395/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_157193.pdf","FUR_2","FUR_157193",2022-09-27,4395,"H5N1","Reverse transcription-polymerase chain reaction (RT-PCR)","Hokkaido University, JPN",2022-04-04,2022-04-07,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_101633 - SAPPORO-CITY2",NA,2022-04-01,2022-04-01,"Japan","JPN",392,"Hokkaido","Sapporo",NA,"Sapporo-City2",43.0622,141.3543,"Raccoon dog","Wild",NA,1,1,NA,NA,NA,"Not applicable",NA,NA,"Screening, Official disposal of carcasses, by-products and waste, Disinfection","death"
"https://wahis.woah.org/#/in-event/5018/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_161608.pdf","FUR_1","FUR_161608",2023-07-03,5018,"H5N1","Gene sequencing","Laboratory designated by Ministry of the Environment",2023-04-14,2023-06-02,"Positive","Realtime reverse transcription polymerase chain reaction (rRTPCR)","Laboratory designated by Ministry of the Environment",2023-04-14,2023-06-02,"Positive",NA,NA,NA,NA,NA,"OB_117591 - SAPPORO-CITY1",NA,2023-04-12,2023-04-12,"Japan","JPN",392,"Hokkaido","Sapporo",NA,"Sapporo-City1",43.0622,141.3543,"Red Fox","Wild",NA,1,1,NA,NA,NA,"Not applicable",NA,NA,"Official disposal of carcasses, by-products and waste, Disinfection, Surveillance within the restricted zone, Surveillance outside the restricted zone","death"
"https://wahis.woah.org/#/in-event/5018/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_161608.pdf","FUR_1","FUR_161608",2023-07-03,5018,"H5N1","Gene sequencing","Laboratory designated by Ministry of the Environment",2023-04-14,2023-06-02,"Positive","Realtime reverse transcription polymerase chain reaction (rRTPCR)","Laboratory designated by Ministry of the Environment",2023-04-14,2023-06-02,"Positive",NA,NA,NA,NA,NA,"OB_121160 - SAPPORO-CITY2",NA,2023-02-20,2023-02-20,"Japan","JPN",392,"Hokkaido","Sapporo",NA,"Sapporo-City2",43.0622,141.3543,"Red Fox","Wild",NA,1,1,NA,NA,NA,"Not applicable",NA,NA,"Official disposal of carcasses, by-products and waste, Disinfection, Surveillance within the restricted zone, Surveillance outside the restricted zone","death"
"https://wahis.woah.org/#/in-event/5031/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_161783.pdf","FUR_1","FUR_161783",2023-07-12,5031,"H5N1","Polymerase chain reaction (PCR)","Friedrich-Loeffler Institute",2022-04-08,2023-06-30,"Positive",NA,NA,NA,NA,"Positive",NA,NA,NA,NA,NA,"OB_117892 - MV-22-015-001 - BOIENSDORF","MV-22-015-001",2022-04-01,2022-04-09,"Germany","DEU",276,"Mecklenburg-Vorpommern","Nordwestmecklenburg","Neuburg","Boiensdorf",54,11.54,"Red Fox","Wild",NA,1,1,0,0,0,"Not applicable",NA,NA,"Selective killing and disposal","death"
"https://wahis.woah.org/#/in-event/5031/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_161783.pdf","FUR_1","FUR_161783",2023-07-12,5031,"H5N1","Polymerase chain reaction (PCR)","Friedrich-Loeffler Institute",2022-04-08,2023-06-30,"Positive",NA,NA,NA,NA,"Positive",NA,NA,NA,NA,NA,"OB_117896 - NI-23-015-002 - HAMELN","NI-23-015-002",2023-02-28,2023-03-18,"Germany","DEU",276,"Niedersachsen","Hameln-Pyrmont","Hameln","Hameln",52.1,9.35,"Red Fox","Wild",NA,1,1,0,0,0,"Not applicable",NA,NA,"Selective killing and disposal","death"
"https://wahis.woah.org/#/in-event/5031/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_161783.pdf","FUR_1","FUR_161783",2023-07-12,5031,"H5N1","Polymerase chain reaction (PCR)","Friedrich-Loeffler Institute",2022-04-08,2023-06-30,"Positive",NA,NA,NA,NA,"Positive",NA,NA,NA,NA,NA,"OB_117897 - NI-23-015-003 - HANNOVER","NI-23-015-003",2023-02-28,2023-03-18,"Germany","DEU",276,"Niedersachsen","Region Hannover","Hannover","Hannover",52.37,9.73,"Red Fox","Wild",NA,1,1,0,0,0,"Not applicable",NA,NA,"Selective killing and disposal","death"
"https://wahis.woah.org/#/in-event/5031/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_161783.pdf","FUR_1","FUR_161783",2023-07-12,5031,"H5N1","Polymerase chain reaction (PCR)","Friedrich-Loeffler Institute",2022-04-08,2023-06-30,"Positive",NA,NA,NA,NA,"Positive",NA,NA,NA,NA,NA,"OB_117899 - SH-23-015-001 - FRIEDRICHSKOOG","SH-23-015-001",2023-03-01,2023-03-04,"Germany","DEU",276,"Schleswig-Holstein","Dithmarschen","Marne-Nordsee","Friedrichskoog",54,8.87,"Gray Seal","Wild",21,1,1,0,0,0,"Not applicable",NA,"seal sanctuary","Selective killing and disposal","death"
"https://wahis.woah.org/#/in-event/5031/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_161783.pdf","FUR_1","FUR_161783",2023-07-12,5031,"H5N1","Polymerase chain reaction (PCR)","Friedrich-Loeffler Institute",2022-04-08,2023-06-30,"Positive",NA,NA,NA,NA,"Positive",NA,NA,NA,NA,NA,"OB_117893 - MV-22-015-002 - BERGEN AUF RÜGEN","MV-22-015-002",2022-04-06,2022-04-15,"Germany","DEU",276,"Mecklenburg-Vorpommern","Vorpommern-Rügen","Bergen auf Rügen","Bergen auf Rügen",54.41,13.52,"Red Fox","Wild",NA,1,1,0,0,0,"Not applicable",NA,NA,"Selective killing and disposal","death"
"https://wahis.woah.org/#/in-event/5031/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_161783.pdf","FUR_1","FUR_161783",2023-07-12,5031,"H5N1","Polymerase chain reaction (PCR)","Friedrich-Loeffler Institute",2022-04-08,2023-06-30,"Positive",NA,NA,NA,NA,"Positive",NA,NA,NA,NA,NA,"OB_117894 - NI-22-015-001 - WAGENFELD","NI-22-015-001",2022-09-22,2022-09-30,"Germany","DEU",276,"Niedersachsen","Diepholz","Wagenfeld","Wagenfeld",52.53,8.7,"South American Coati ","Wild",4,3,3,0,0,0,"Zoo",NA,NA,"Selective killing and disposal","death"
"https://wahis.woah.org/#/in-event/5031/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_161783.pdf","FUR_1","FUR_161783",2023-07-12,5031,"H5N1","Polymerase chain reaction (PCR)","Friedrich-Loeffler Institute",2022-04-08,2023-06-30,"Positive",NA,NA,NA,NA,"Positive",NA,NA,NA,NA,NA,"OB_117895 - NI-23-015-001 - HAGENBURG","NI-23-015-001",2023-02-28,2023-03-28,"Germany","DEU",276,"Niedersachsen","Schaumburg","Sachsenhagen","Hagenburg",52.43,9.32,"Red Fox","Wild",NA,1,0,1,0,0,"Not applicable",NA,NA,"Selective killing and disposal","death"
"https://wahis.woah.org/#/in-event/5031/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_161783.pdf","FUR_1","FUR_161783",2023-07-12,5031,"H5N1","Polymerase chain reaction (PCR)","Friedrich-Loeffler Institute",2022-04-08,2023-06-30,"Positive",NA,NA,NA,NA,"Positive",NA,NA,NA,NA,NA,"OB_117898 - NI-23-015-004 - VERDEN","NI-23-015-004",2023-02-28,2023-03-18,"Germany","DEU",276,"Niedersachsen","Verden","Verden (Aller)","Verden",52.93,9.23,"Red Fox","Wild",NA,1,0,1,0,0,"Not applicable",NA,NA,"Selective killing and disposal","death"
"https://wahis.woah.org/#/in-event/5031/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_161783.pdf","FUR_1","FUR_161783",2023-07-12,5031,"H5N1","Polymerase chain reaction (PCR)","Friedrich-Loeffler Institute",2022-04-08,2023-06-30,"Positive",NA,NA,NA,NA,"Positive",NA,NA,NA,NA,NA,"OB_121663 - HH-23-015-001 - HAMBURG","HH-23-015-001",2023-04-13,2023-04-18,"Germany","DEU",276,"Hamburg","Hamburg","Hamburg","Hamburg",53.46,10.18,"Red Fox","Wild",NA,1,1,0,0,0,"Not applicable",NA,NA,"Selective killing and disposal","death"
"https://wahis.woah.org/#/in-event/5031/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_161783.pdf","FUR_1","FUR_161783",2023-07-12,5031,"H5N1","Polymerase chain reaction (PCR)","Friedrich-Loeffler Institute",2022-04-08,2023-06-30,"Positive",NA,NA,NA,NA,"Positive",NA,NA,NA,NA,NA,"OB_121665 - NI-23-015-006 - LÜBBOW-REBENSTORF","NI-23-015-006",2023-06-01,2023-07-01,"Germany","DEU",276,"Niedersachsen","Lüchow-Dannenberg","Lüchow (Wendland)","Lübbow-Rebenstorf",52.92,11.2,"Red Fox","Wild",NA,1,1,0,0,0,"Not applicable",NA,NA,"Selective killing and disposal","death"
"https://wahis.woah.org/#/in-event/5031/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_161783.pdf","FUR_1","FUR_161783",2023-07-12,5031,"H5N1","Polymerase chain reaction (PCR)","Friedrich-Loeffler Institute",2022-04-08,2023-06-30,"Positive",NA,NA,NA,NA,"Positive",NA,NA,NA,NA,NA,"OB_121666 - NI-23-015-007 - REMLINGEN","NI-23-015-007",2023-05-31,2023-07-01,"Germany","DEU",276,"Niedersachsen","Wolfenbüttel","Elm-Asse","Remlingen",52.11,10.67,"European Pine Marten","Wild",NA,1,1,0,0,0,"Not applicable",NA,NA,"Selective killing and disposal","death"
"https://wahis.woah.org/#/in-event/5031/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_161783.pdf","FUR_1","FUR_161783",2023-07-12,5031,"H5N1","Polymerase chain reaction (PCR)","Friedrich-Loeffler Institute",2022-04-08,2023-06-30,"Positive",NA,NA,NA,NA,"Positive",NA,NA,NA,NA,NA,"OB_121664 - NI-23-015-005 - GARBSEN","NI-23-015-005",2023-04-12,2023-05-11,"Germany","DEU",276,"Niedersachsen","Region Hannover","Garbsen","Garbsen",52.43,9.59,"Red Fox","Wild",NA,1,0,1,0,0,"Not applicable",NA,NA,"Selective killing and disposal","death"
"https://wahis.woah.org/#/in-event/5031/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_161783.pdf","FUR_1","FUR_161783",2023-07-12,5031,"H5N1","Polymerase chain reaction (PCR)","Friedrich-Loeffler Institute",2022-04-08,2023-06-30,"Positive",NA,NA,NA,NA,"Positive",NA,NA,NA,NA,NA,"OB_121681 - RP-23-015-001 - SCHWEISWEILER","RP-23-015-001",2023-05-10,2023-05-12,"Germany","DEU",276,"Rheinland-Pfalz","Donnersbergkreis","Winnweiler","Schweisweiler",49.59,7.825,"Red Fox","Wild",NA,1,0,1,0,0,"Not applicable",NA,NA,"Selective killing and disposal","death"
"https://wahis.woah.org/#/in-event/4438/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162250.pdf","FUR_11","FUR_162250",2023-08-11,4438,"H5N1","Gene sequencing","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba",2022-05-01,2023-06-22,"Positive","Realtime reverse transcription polymerase chain reaction (rRTPCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba",2022-05-02,2023-06-22,"Positive",NA,NA,NA,NA,NA,"OB_102584 - ON-2022-HPAIM-001 - SOUTHERN ONTARIO","ON-2022-HPAIM-001",2022-04-12,2022-04-12,"Canada","CAN",124,"Ontario","Perth","St. Marys","Southern Ontario",43.27,-81.14,"Red Fox","Wild",NA,2,2,NA,NA,NA,"Not applicable",NA,"Neurologic wild red fox kits. Both had the same cluster: Gene segments PB2, PB1, PA and NP belonging to North American lineage and gene segments HA, NA, M and NS belonging to Eurasian lineage","No control measure applied","death"
"https://wahis.woah.org/#/in-event/4438/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162250.pdf","FUR_11","FUR_162250",2023-08-11,4438,"H5N1","Gene sequencing","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba",2022-05-01,2023-06-22,"Positive","Realtime reverse transcription polymerase chain reaction (rRTPCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba",2022-05-02,2023-06-22,"Positive",NA,NA,NA,NA,NA,"OB_103112 - MB-2022-HPAIM-001 - PRAIRIE MOUNTAIN HEALTH AUTHORITY","MB-2022-HPAIM-001",2022-04-28,2022-04-28,"Canada","CAN",124,"Manitoba","Division No. 15","Neepawa","Prairie Mountain Health Authority",50.24,-99.46,"Red Fox","Wild",NA,2,2,NA,NA,NA,"Not applicable","Clade: 2.3.4.4b - Lineage: Reassortment Eurasian and North American","Neurologic wild red fox kits. Both had the same cluster. Cluster: Gene segments PB2, PB1, NP and NS belonging to North American lineage and gene segments PA, HA, NA and M belonging to Eurasian lineage","No control measure applied","death"
"https://wahis.woah.org/#/in-event/4438/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162250.pdf","FUR_11","FUR_162250",2023-08-11,4438,"H5N1","Gene sequencing","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba",2022-05-01,2023-06-22,"Positive","Realtime reverse transcription polymerase chain reaction (rRTPCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba",2022-05-02,2023-06-22,"Positive",NA,NA,NA,NA,NA,"OB_103539 - ON-2022-HPAIM-002 - SOUTHERN ONTARIO (YORK)","ON-2022-HPAIM-002",2022-04-15,2022-04-15,"Canada","CAN",124,"Ontario","York","Vaughan","Southern Ontario (York)",43.86,NA,"Red Fox","Wild",NA,1,1,NA,NA,NA,"Not applicable","Clade: 2.3.4.4b - Lineage: Reassortment Eurasian and North American","Neurologic wild red fox kit. Cluster: Gene segments PB2, PB1, PA and NP belonging to North American lineage and gene segments HA, NA, M and NS belonging to Eurasian lineage","No control measure applied","death"
"https://wahis.woah.org/#/in-event/4438/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162250.pdf","FUR_11","FUR_162250",2023-08-11,4438,"H5N1","Gene sequencing","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba",2022-05-01,2023-06-22,"Positive","Realtime reverse transcription polymerase chain reaction (rRTPCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba",2022-05-02,2023-06-22,"Positive",NA,NA,NA,NA,NA,"OB_103540 - MB-2022-HPAIM-002 - SOUTHERN HEALTH REGION","MB-2022-HPAIM-002",2022-05-08,2022-05-08,"Canada","CAN",124,"Manitoba","Division No. 3","Morris Town","Southern Health Region",49.36,-97.36,"Red Fox","Wild",NA,4,3,1,NA,NA,"Not applicable","Clade: 2.3.4.4b - Lineage: Reassortment Eurasian and North American","Neurologic wild red fox kits. Cluster: Gene segments PB2 and NP belonging to North American lineage and gene segments PB1, PA, HA, NA, M and NS belonging to Eurasian lineage","No control measure applied","death"
"https://wahis.woah.org/#/in-event/4438/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162250.pdf","FUR_11","FUR_162250",2023-08-11,4438,"H5N1","Gene sequencing","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba",2022-05-01,2023-06-22,"Positive","Realtime reverse transcription polymerase chain reaction (rRTPCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba",2022-05-02,2023-06-22,"Positive",NA,NA,NA,NA,NA,"OB_103541 - BC-2022-HPAIM-001 - FRASER-FORT GEORGE REGIONAL DISTRICT","BC-2022-HPAIM-001",2022-05-08,2022-05-17,"Canada","CAN",124,"British Columbia","Fraser-Fort George","Prince George","Fraser-Fort George Regional District",53,-122.77,"Red Fox","Wild",NA,2,1,1,NA,NA,"Not applicable","Clade: 2.3.4.4b - Lineage: Reassortment Eurasian and North American","Neurologic wild red fox kits. Both had the same cluster. Cluster: Gene segments PB2 and NP belonging to North American lineage and gene segments PB1, PA, HA, NA, M and NS belonging to Eurasian lineage","No control measure applied","death"
